,State,City,Date Sown,Variety,Date of Cut,Julian Day,Yield (tons/acre),Time Since Sown (Days),Time Since Last Harvest (Days),Total Radiation (W/m^2),Total Rainfall (mm),Avg Air Temp (C),Avg Min Temp (C),Avg Max Temp (C),Class,Avg Yield,STD,Num STDs,,
491,South Dakota,Watertown,4/23/1999,Amerigraze 401+Z,7/28/2000,210,1.43,462,27,150715.7,767.14,,3.700669546,16.26632829,1,1.483264563,0.729684108,-0.072996743,,
492,South Dakota,Watertown,4/23/1999,Asset,7/28/2000,210,1.52,462,27,150715.7,767.14,,3.700669546,16.26632829,1,1.483264563,0.729684108,0.050344302,,
493,South Dakota,Watertown,4/23/1999,TMF Multiplier II,7/28/2000,210,1.4,462,27,150715.7,767.14,,3.700669546,16.26632829,1,1.483264563,0.729684108,-0.114110424,,
494,South Dakota,Watertown,4/23/1999,DK140,7/28/2000,210,1.47,462,27,150715.7,767.14,,3.700669546,16.26632829,1,1.483264563,0.729684108,-0.018178501,,
495,South Dakota,Watertown,4/23/1999,Avalanche +Z,7/28/2000,210,1.44,462,27,150715.7,767.14,,3.700669546,16.26632829,1,1.483264563,0.729684108,-0.059292182,,
496,South Dakota,Watertown,4/23/1999,Garst 631,7/28/2000,210,1.54,462,27,150715.7,767.14,,3.700669546,16.26632829,1,1.483264563,0.729684108,0.077753423,,
497,South Dakota,Watertown,4/23/1999,Pioneer Brand 5454,7/28/2000,210,1.42,462,27,150715.7,767.14,,3.700669546,16.26632829,1,1.483264563,0.729684108,-0.086701303,,
498,South Dakota,Watertown,4/23/1999,Pioneer Brand 5347LH,7/28/2000,210,1.48,462,27,150715.7,767.14,,3.700669546,16.26632829,1,1.483264563,0.729684108,-0.00447394,,
499,South Dakota,Watertown,4/23/1999,Garst 620,7/28/2000,210,1.52,462,27,150715.7,767.14,,3.700669546,16.26632829,1,1.483264563,0.729684108,0.050344302,,
500,South Dakota,Watertown,4/23/1999,WL 324,7/28/2000,210,1.39,462,27,150715.7,767.14,,3.700669546,16.26632829,1,1.483264563,0.729684108,-0.127814985,,
501,South Dakota,Watertown,4/23/1999,Rainier,7/28/2000,210,1.48,462,27,150715.7,767.14,,3.700669546,16.26632829,1,1.483264563,0.729684108,-0.00447394,,
502,South Dakota,Watertown,4/23/1999,Spartan,7/28/2000,210,1.45,462,27,150715.7,767.14,,3.700669546,16.26632829,1,1.483264563,0.729684108,-0.045587622,,
503,South Dakota,Watertown,4/23/1999,DK142,7/28/2000,210,1.53,462,27,150715.7,767.14,,3.700669546,16.26632829,1,1.483264563,0.729684108,0.064048862,,
504,South Dakota,Watertown,4/23/1999,DK127,7/28/2000,210,1.41,462,27,150715.7,767.14,,3.700669546,16.26632829,1,1.483264563,0.729684108,-0.100405864,,
505,South Dakota,Watertown,4/23/1999,Spur,7/28/2000,210,1.52,462,27,150715.7,767.14,,3.700669546,16.26632829,1,1.483264563,0.729684108,0.050344302,,
506,South Dakota,Watertown,4/23/1999,Complete,7/28/2000,210,1.49,462,27,150715.7,767.14,,3.700669546,16.26632829,1,1.483264563,0.729684108,0.00923062,,
507,South Dakota,Watertown,4/23/1999,Innovator +Z,7/28/2000,210,1.43,462,27,150715.7,767.14,,3.700669546,16.26632829,1,1.483264563,0.729684108,-0.072996743,,
508,South Dakota,Watertown,4/23/1999,Ace,7/28/2000,210,1.45,462,27,150715.7,767.14,,3.700669546,16.26632829,1,1.483264563,0.729684108,-0.045587622,,
509,South Dakota,Watertown,4/23/1999,Vernal,7/28/2000,210,1.44,462,27,150715.7,767.14,,3.700669546,16.26632829,1,1.483264563,0.729684108,-0.059292182,,
510,South Dakota,Watertown,4/23/1999,CW 5305,7/28/2000,210,1.57,462,27,150715.7,767.14,,3.700669546,16.26632829,1,1.483264563,0.729684108,0.118867104,,
511,South Dakota,Watertown,4/23/1999,CW 5347,7/28/2000,210,1.56,462,27,150715.7,767.14,,3.700669546,16.26632829,1,1.483264563,0.729684108,0.105162544,,
512,South Dakota,Watertown,4/23/1999,CW 5321,7/28/2000,210,1.47,462,27,150715.7,767.14,,3.700669546,16.26632829,1,1.483264563,0.729684108,-0.018178501,,
513,South Dakota,Watertown,4/23/1999,CW 2227,7/28/2000,210,1.45,462,27,150715.7,767.14,,3.700669546,16.26632829,1,1.483264563,0.729684108,-0.045587622,,
514,South Dakota,Watertown,4/23/1999,CW 5236,7/28/2000,210,1.35,462,27,150715.7,767.14,,3.700669546,16.26632829,1,1.483264563,0.729684108,-0.182633227,,
515,South Dakota,Watertown,4/23/1999,Ciba 2888,8/30/2000,243,0.61,495,33,150715.7,767.14,,3.700669546,16.26632829,0,1.483264563,0.729684108,-1.196770703,0.584193548,0
516,South Dakota,Watertown,4/23/1999,Pioneer Brand 5312,8/30/2000,243,0.61,495,33,163396.05,812.52,,4.430141129,17.02935484,0,1.483264563,0.729684108,-1.196770703,,
517,South Dakota,Watertown,4/23/1999,WL 325HQ,8/30/2000,243,0.67,495,33,163396.05,812.52,,4.430141129,17.02935484,0,1.483264563,0.729684108,-1.11454334,,
518,South Dakota,Watertown,4/23/1999,Ciba 2444,8/30/2000,243,0.57,495,33,163396.05,812.52,,4.430141129,17.02935484,0,1.483264563,0.729684108,-1.251588945,,
519,South Dakota,Watertown,4/23/1999,Depend +Ev,8/30/2000,243,0.61,495,33,163396.05,812.52,,4.430141129,17.02935484,0,1.483264563,0.729684108,-1.196770703,,
520,South Dakota,Watertown,4/23/1999,Excalibur II,8/30/2000,243,0.6,495,33,163396.05,812.52,,4.430141129,17.02935484,0,1.483264563,0.729684108,-1.210475264,,
521,South Dakota,Watertown,4/23/1999,Rhino,8/30/2000,243,0.68,495,33,163396.05,812.52,,4.430141129,17.02935484,0,1.483264563,0.729684108,-1.10083878,,
522,South Dakota,Watertown,4/23/1999,Amerigraze 401+Z,8/30/2000,243,0.6,495,33,163396.05,812.52,,4.430141129,17.02935484,0,1.483264563,0.729684108,-1.210475264,,
523,South Dakota,Watertown,4/23/1999,Asset,8/30/2000,243,0.6,495,33,163396.05,812.52,,4.430141129,17.02935484,0,1.483264563,0.729684108,-1.210475264,,
524,South Dakota,Watertown,4/23/1999,TMF Multiplier II,8/30/2000,243,0.61,495,33,163396.05,812.52,,4.430141129,17.02935484,0,1.483264563,0.729684108,-1.196770703,,
525,South Dakota,Watertown,4/23/1999,DK140,8/30/2000,243,0.54,495,33,163396.05,812.52,,4.430141129,17.02935484,0,1.483264563,0.729684108,-1.292702627,,
526,South Dakota,Watertown,4/23/1999,Avalanche +Z,8/30/2000,243,0.56,495,33,163396.05,812.52,,4.430141129,17.02935484,0,1.483264563,0.729684108,-1.265293506,,
527,South Dakota,Watertown,4/23/1999,Garst 631,8/30/2000,243,0.56,495,33,163396.05,812.52,,4.430141129,17.02935484,0,1.483264563,0.729684108,-1.265293506,,
528,South Dakota,Watertown,4/23/1999,Pioneer Brand 5454,8/30/2000,243,0.55,495,33,163396.05,812.52,,4.430141129,17.02935484,0,1.483264563,0.729684108,-1.278998066,,
529,South Dakota,Watertown,4/23/1999,Pioneer Brand 5347LH,8/30/2000,243,0.53,495,33,163396.05,812.52,,4.430141129,17.02935484,0,1.483264563,0.729684108,-1.306407187,,
530,South Dakota,Watertown,4/23/1999,Garst 620,8/30/2000,243,0.63,495,33,163396.05,812.52,,4.430141129,17.02935484,0,1.483264563,0.729684108,-1.169361582,,
531,South Dakota,Watertown,4/23/1999,WL 324,8/30/2000,243,0.63,495,33,163396.05,812.52,,4.430141129,17.02935484,0,1.483264563,0.729684108,-1.169361582,,
532,South Dakota,Watertown,4/23/1999,Rainier,8/30/2000,243,0.52,495,33,163396.05,812.52,,4.430141129,17.02935484,0,1.483264563,0.729684108,-1.320111748,,
533,South Dakota,Watertown,4/23/1999,Spartan,8/30/2000,243,0.53,495,33,163396.05,812.52,,4.430141129,17.02935484,0,1.483264563,0.729684108,-1.306407187,,
534,South Dakota,Watertown,4/23/1999,DK142,8/30/2000,243,0.63,495,33,163396.05,812.52,,4.430141129,17.02935484,0,1.483264563,0.729684108,-1.169361582,,
535,South Dakota,Watertown,4/23/1999,DK127,8/30/2000,243,0.55,495,33,163396.05,812.52,,4.430141129,17.02935484,0,1.483264563,0.729684108,-1.278998066,,
536,South Dakota,Watertown,4/23/1999,Spur,8/30/2000,243,0.6,495,33,163396.05,812.52,,4.430141129,17.02935484,0,1.483264563,0.729684108,-1.210475264,,
537,South Dakota,Watertown,4/23/1999,Complete,8/30/2000,243,0.55,495,33,163396.05,812.52,,4.430141129,17.02935484,0,1.483264563,0.729684108,-1.278998066,,
538,South Dakota,Watertown,4/23/1999,Innovator +Z,8/30/2000,243,0.52,495,33,163396.05,812.52,,4.430141129,17.02935484,0,1.483264563,0.729684108,-1.320111748,,
539,South Dakota,Watertown,4/23/1999,Ace,8/30/2000,243,0.6,495,33,163396.05,812.52,,4.430141129,17.02935484,0,1.483264563,0.729684108,-1.210475264,,
540,South Dakota,Watertown,4/23/1999,Vernal,8/30/2000,243,0.59,495,33,163396.05,812.52,,4.430141129,17.02935484,0,1.483264563,0.729684108,-1.224179824,,
541,South Dakota,Watertown,4/23/1999,CW 5305,8/30/2000,243,0.63,495,33,163396.05,812.52,,4.430141129,17.02935484,0,1.483264563,0.729684108,-1.169361582,,
542,South Dakota,Watertown,4/23/1999,CW 5347,8/30/2000,243,0.6,495,33,163396.05,812.52,,4.430141129,17.02935484,0,1.483264563,0.729684108,-1.210475264,,
543,South Dakota,Watertown,4/23/1999,CW 5321,8/30/2000,243,0.56,495,33,163396.05,812.52,,4.430141129,17.02935484,0,1.483264563,0.729684108,-1.265293506,,
544,South Dakota,Watertown,4/23/1999,CW 2227,8/30/2000,243,0.53,495,33,163396.05,812.52,,4.430141129,17.02935484,0,1.483264563,0.729684108,-1.306407187,,
545,South Dakota,Watertown,4/23/1999,CW 5236,8/30/2000,243,0.54,495,33,163396.05,812.52,,4.430141129,17.02935484,0,1.483264563,0.729684108,-1.292702627,,
546,South Dakota,Watertown,4/3/1999,ABT 350,5/26/2000,147,2.04,419,0,133284.65,651.64,,2.107547619,14.70492857,2,1.483264563,0.729684108,0.762981447,1.815555556,1
547,South Dakota,Watertown,4/3/1999,Spirit,5/26/2000,147,1.91,419,0,133284.65,651.64,,2.107547619,14.70492857,1,1.483264563,0.729684108,0.584822161,,
548,South Dakota,Watertown,4/3/1999,AlfaStar,5/26/2000,147,1.86,419,0,133284.65,651.64,,2.107547619,14.70492857,1,1.483264563,0.729684108,0.516299358,,
549,South Dakota,Watertown,4/3/1999,645-11,5/26/2000,147,1.91,419,0,133284.65,651.64,,2.107547619,14.70492857,1,1.483264563,0.729684108,0.584822161,,
550,South Dakota,Watertown,4/3/1999,Garst 620,5/26/2000,147,1.92,419,0,133284.65,651.64,,2.107547619,14.70492857,1,1.483264563,0.729684108,0.598526721,,
551,South Dakota,Watertown,4/3/1999,Pioneer Brand 53Q60,5/26/2000,147,1.9,419,0,133284.65,651.64,,2.107547619,14.70492857,1,1.483264563,0.729684108,0.5711176,,
552,South Dakota,Watertown,4/3/1999,Rebound 4.2,5/26/2000,147,1.94,419,0,133284.65,651.64,,2.107547619,14.70492857,2,1.483264563,0.729684108,0.625935842,,
553,South Dakota,Watertown,4/3/1999,WinterStar,5/26/2000,147,1.88,419,0,133284.65,651.64,,2.107547619,14.70492857,1,1.483264563,0.729684108,0.543708479,,
554,South Dakota,Watertown,4/3/1999,Garst 6410,5/26/2000,147,1.91,419,0,133284.65,651.64,,2.107547619,14.70492857,1,1.483264563,0.729684108,0.584822161,,
555,South Dakota,Watertown,4/3/1999,GH 766,5/26/2000,147,1.84,419,0,133284.65,651.64,,2.107547619,14.70492857,1,1.483264563,0.729684108,0.488890237,,
556,South Dakota,Watertown,4/3/1999,Abound,5/26/2000,147,1.92,419,0,133284.65,651.64,,2.107547619,14.70492857,1,1.483264563,0.729684108,0.598526721,,
557,South Dakota,Watertown,4/3/1999,FQ 314,5/26/2000,147,1.76,419,0,133284.65,651.64,,2.107547619,14.70492857,1,1.483264563,0.729684108,0.379253754,,
558,South Dakota,Watertown,4/3/1999,Garst 6420,5/26/2000,147,2.01,419,0,133284.65,651.64,,2.107547619,14.70492857,2,1.483264563,0.729684108,0.721867766,,
559,South Dakota,Watertown,4/3/1999,Pioneer Brand 54V54,5/26/2000,147,1.83,419,0,133284.65,651.64,,2.107547619,14.70492857,1,1.483264563,0.729684108,0.475185677,,
560,South Dakota,Watertown,4/3/1999,FQ 315,5/26/2000,147,1.77,419,0,133284.65,651.64,,2.107547619,14.70492857,1,1.483264563,0.729684108,0.392958314,,
561,South Dakota,Watertown,4/3/1999,WL232 HQ,5/26/2000,147,1.83,419,0,133284.65,651.64,,2.107547619,14.70492857,1,1.483264563,0.729684108,0.475185677,,
562,South Dakota,Watertown,4/3/1999,Macon,5/26/2000,147,1.78,419,0,133284.65,651.64,,2.107547619,14.70492857,1,1.483264563,0.729684108,0.406662875,,
563,South Dakota,Watertown,4/3/1999,Excalibur II,5/26/2000,147,1.7,419,0,133284.65,651.64,,2.107547619,14.70492857,1,1.483264563,0.729684108,0.297026391,,
564,South Dakota,Watertown,4/3/1999,Sprint,5/26/2000,147,1.79,419,0,133284.65,651.64,,2.107547619,14.70492857,1,1.483264563,0.729684108,0.420367435,,
565,South Dakota,Watertown,4/3/1999,Legend Gold,5/26/2000,147,1.65,419,0,133284.65,651.64,,2.107547619,14.70492857,1,1.483264563,0.729684108,0.228503588,,
566,South Dakota,Watertown,4/3/1999,DK140,5/26/2000,147,1.81,419,0,133284.65,651.64,,2.107547619,14.70492857,1,1.483264563,0.729684108,0.447776556,,
567,South Dakota,Watertown,4/3/1999,WinterKing,5/26/2000,147,1.7,419,0,133284.65,651.64,,2.107547619,14.70492857,1,1.483264563,0.729684108,0.297026391,,
568,South Dakota,Watertown,4/3/1999,A-395,5/26/2000,147,1.73,419,0,133284.65,651.64,,2.107547619,14.70492857,1,1.483264563,0.729684108,0.338140072,,
569,South Dakota,Watertown,4/3/1999,DK124,5/26/2000,147,1.65,419,0,133284.65,651.64,,2.107547619,14.70492857,1,1.483264563,0.729684108,0.228503588,,
570,South Dakota,Watertown,4/3/1999,Vernal,5/26/2000,147,1.81,419,0,133284.65,651.64,,2.107547619,14.70492857,1,1.483264563,0.729684108,0.447776556,,
571,South Dakota,Watertown,4/3/1999,Award,5/26/2000,147,1.64,419,0,133284.65,651.64,,2.107547619,14.70492857,1,1.483264563,0.729684108,0.214799028,,
572,South Dakota,Watertown,4/3/1999,TMF 421,5/26/2000,147,1.53,419,0,133284.65,651.64,,2.107547619,14.70492857,1,1.483264563,0.729684108,0.064048862,,
573,South Dakota,Watertown,4/3/1999,ABT 350,7/7/2000,189,1.32,461,42,149682.73,751.4,,3.060238095,15.6184632,1,1.483264563,0.729684108,-0.223746908,1.248518519,1
574,South Dakota,Watertown,4/3/1999,Spirit,7/7/2000,189,1.28,461,42,149682.73,751.4,,3.060238095,15.6184632,1,1.483264563,0.729684108,-0.27856515,,
575,South Dakota,Watertown,4/3/1999,AlfaStar,7/7/2000,189,1.32,461,42,149682.73,751.4,,3.060238095,15.6184632,1,1.483264563,0.729684108,-0.223746908,,
576,South Dakota,Watertown,4/3/1999,645-11,7/7/2000,189,1.22,461,42,149682.73,751.4,,3.060238095,15.6184632,1,1.483264563,0.729684108,-0.360792513,,
577,South Dakota,Watertown,4/3/1999,Garst 620,7/7/2000,189,1.27,461,42,149682.73,751.4,,3.060238095,15.6184632,1,1.483264563,0.729684108,-0.292269711,,
578,South Dakota,Watertown,4/3/1999,Pioneer Brand 53Q60,7/7/2000,189,1.32,461,42,149682.73,751.4,,3.060238095,15.6184632,1,1.483264563,0.729684108,-0.223746908,,
579,South Dakota,Watertown,4/3/1999,Rebound 4.2,7/7/2000,189,1.31,461,42,149682.73,751.4,,3.060238095,15.6184632,1,1.483264563,0.729684108,-0.237451469,,
580,South Dakota,Watertown,4/3/1999,WinterStar,7/7/2000,189,1.33,461,42,149682.73,751.4,,3.060238095,15.6184632,1,1.483264563,0.729684108,-0.210042348,,
581,South Dakota,Watertown,4/3/1999,Garst 6410,7/7/2000,189,1.19,461,42,149682.73,751.4,,3.060238095,15.6184632,1,1.483264563,0.729684108,-0.401906195,,
582,South Dakota,Watertown,4/3/1999,GH 766,7/7/2000,189,1.32,461,42,149682.73,751.4,,3.060238095,15.6184632,1,1.483264563,0.729684108,-0.223746908,,
583,South Dakota,Watertown,4/3/1999,Abound,7/7/2000,189,1.17,461,42,149682.73,751.4,,3.060238095,15.6184632,1,1.483264563,0.729684108,-0.429315316,,
584,South Dakota,Watertown,4/3/1999,FQ 314,7/7/2000,189,1.27,461,42,149682.73,751.4,,3.060238095,15.6184632,1,1.483264563,0.729684108,-0.292269711,,
585,South Dakota,Watertown,4/3/1999,Garst 6420,7/7/2000,189,1.23,461,42,149682.73,751.4,,3.060238095,15.6184632,1,1.483264563,0.729684108,-0.347087953,,
586,South Dakota,Watertown,4/3/1999,Pioneer Brand 54V54,7/7/2000,189,1.36,461,42,149682.73,751.4,,3.060238095,15.6184632,1,1.483264563,0.729684108,-0.168928666,,
587,South Dakota,Watertown,4/3/1999,FQ 315,7/7/2000,189,1.24,461,42,149682.73,751.4,,3.060238095,15.6184632,1,1.483264563,0.729684108,-0.333383392,,
588,South Dakota,Watertown,4/3/1999,WL232 HQ,7/7/2000,189,1.23,461,42,149682.73,751.4,,3.060238095,15.6184632,1,1.483264563,0.729684108,-0.347087953,,
589,South Dakota,Watertown,4/3/1999,Macon,7/7/2000,189,1.27,461,42,149682.73,751.4,,3.060238095,15.6184632,1,1.483264563,0.729684108,-0.292269711,,
590,South Dakota,Watertown,4/3/1999,Excalibur II,7/7/2000,189,1.28,461,42,149682.73,751.4,,3.060238095,15.6184632,1,1.483264563,0.729684108,-0.27856515,,
591,South Dakota,Watertown,4/3/1999,Sprint,7/7/2000,189,1.25,461,42,149682.73,751.4,,3.060238095,15.6184632,1,1.483264563,0.729684108,-0.319678832,,
592,South Dakota,Watertown,4/3/1999,Legend Gold,7/7/2000,189,1.21,461,42,149682.73,751.4,,3.060238095,15.6184632,1,1.483264563,0.729684108,-0.374497074,,
593,South Dakota,Watertown,4/3/1999,DK140,7/7/2000,189,1.27,461,42,149682.73,751.4,,3.060238095,15.6184632,1,1.483264563,0.729684108,-0.292269711,,
594,South Dakota,Watertown,4/3/1999,WinterKing,7/7/2000,189,1.18,461,42,149682.73,751.4,,3.060238095,15.6184632,1,1.483264563,0.729684108,-0.415610755,,
595,South Dakota,Watertown,4/3/1999,A-395,7/7/2000,189,1.16,461,42,149682.73,751.4,,3.060238095,15.6184632,1,1.483264563,0.729684108,-0.443019876,,
596,South Dakota,Watertown,4/3/1999,DK124,7/7/2000,189,1.21,461,42,149682.73,751.4,,3.060238095,15.6184632,1,1.483264563,0.729684108,-0.374497074,,
597,South Dakota,Watertown,4/3/1999,Vernal,7/7/2000,189,1.24,461,42,149682.73,751.4,,3.060238095,15.6184632,1,1.483264563,0.729684108,-0.333383392,,
598,South Dakota,Watertown,4/3/1999,Award,7/7/2000,189,1.15,461,42,149682.73,751.4,,3.060238095,15.6184632,1,1.483264563,0.729684108,-0.456724437,,
599,South Dakota,Watertown,4/3/1999,TMF 421,7/7/2000,189,1.11,461,42,149682.73,751.4,,3.060238095,15.6184632,1,1.483264563,0.729684108,-0.511542678,,
600,South Dakota,Watertown,4/3/1999,ABT 350,8/3/2000,216,0.77,488,27,160190.33,806.56,,3.714764826,16.23828221,0,1.483264563,0.729684108,-0.977497735,0.741111111,0
601,South Dakota,Watertown,4/3/1999,Spirit,8/3/2000,216,0.78,488,27,160190.33,806.56,,3.714764826,16.23828221,0,1.483264563,0.729684108,-0.963793175,,
602,South Dakota,Watertown,4/3/1999,AlfaStar,8/3/2000,216,0.78,488,27,160190.33,806.56,,3.714764826,16.23828221,0,1.483264563,0.729684108,-0.963793175,,
603,South Dakota,Watertown,4/3/1999,645-11,8/3/2000,216,0.72,488,27,160190.33,806.56,,3.714764826,16.23828221,0,1.483264563,0.729684108,-1.046020538,,
604,South Dakota,Watertown,4/3/1999,Garst 620,8/3/2000,216,0.74,488,27,160190.33,806.56,,3.714764826,16.23828221,0,1.483264563,0.729684108,-1.018611417,,
605,South Dakota,Watertown,4/3/1999,Pioneer Brand 53Q60,8/3/2000,216,0.77,488,27,160190.33,806.56,,3.714764826,16.23828221,0,1.483264563,0.729684108,-0.977497735,,
606,South Dakota,Watertown,4/3/1999,Rebound 4.2,8/3/2000,216,0.72,488,27,160190.33,806.56,,3.714764826,16.23828221,0,1.483264563,0.729684108,-1.046020538,,
607,South Dakota,Watertown,4/3/1999,WinterStar,8/3/2000,216,0.74,488,27,160190.33,806.56,,3.714764826,16.23828221,0,1.483264563,0.729684108,-1.018611417,,
608,South Dakota,Watertown,4/3/1999,Garst 6410,8/3/2000,216,0.75,488,27,160190.33,806.56,,3.714764826,16.23828221,0,1.483264563,0.729684108,-1.004906856,,
609,South Dakota,Watertown,4/3/1999,GH 766,8/3/2000,216,0.75,488,27,160190.33,806.56,,3.714764826,16.23828221,0,1.483264563,0.729684108,-1.004906856,,
610,South Dakota,Watertown,4/3/1999,Abound,8/3/2000,216,0.73,488,27,160190.33,806.56,,3.714764826,16.23828221,0,1.483264563,0.729684108,-1.032315977,,
611,South Dakota,Watertown,4/3/1999,FQ 314,8/3/2000,216,0.77,488,27,160190.33,806.56,,3.714764826,16.23828221,0,1.483264563,0.729684108,-0.977497735,,
612,South Dakota,Watertown,4/3/1999,Garst 6420,8/3/2000,216,0.76,488,27,160190.33,806.56,,3.714764826,16.23828221,0,1.483264563,0.729684108,-0.991202296,,
613,South Dakota,Watertown,4/3/1999,Pioneer Brand 54V54,8/3/2000,216,0.77,488,27,160190.33,806.56,,3.714764826,16.23828221,0,1.483264563,0.729684108,-0.977497735,,
614,South Dakota,Watertown,4/3/1999,FQ 315,8/3/2000,216,0.74,488,27,160190.33,806.56,,3.714764826,16.23828221,0,1.483264563,0.729684108,-1.018611417,,
615,South Dakota,Watertown,4/3/1999,WL232 HQ,8/3/2000,216,0.71,488,27,160190.33,806.56,,3.714764826,16.23828221,0,1.483264563,0.729684108,-1.059725098,,
616,South Dakota,Watertown,4/3/1999,Macon,8/3/2000,216,0.68,488,27,160190.33,806.56,,3.714764826,16.23828221,0,1.483264563,0.729684108,-1.10083878,,
617,South Dakota,Watertown,4/3/1999,Excalibur II,8/3/2000,216,0.73,488,27,160190.33,806.56,,3.714764826,16.23828221,0,1.483264563,0.729684108,-1.032315977,,
618,South Dakota,Watertown,4/3/1999,Sprint,8/3/2000,216,0.77,488,27,160190.33,806.56,,3.714764826,16.23828221,0,1.483264563,0.729684108,-0.977497735,,
619,South Dakota,Watertown,4/3/1999,Legend Gold,8/3/2000,216,0.74,488,27,160190.33,806.56,,3.714764826,16.23828221,0,1.483264563,0.729684108,-1.018611417,,
620,South Dakota,Watertown,4/3/1999,DK140,8/3/2000,216,0.72,488,27,160190.33,806.56,,3.714764826,16.23828221,0,1.483264563,0.729684108,-1.046020538,,
621,South Dakota,Watertown,4/3/1999,WinterKing,8/3/2000,216,0.72,488,27,160190.33,806.56,,3.714764826,16.23828221,0,1.483264563,0.729684108,-1.046020538,,
622,South Dakota,Watertown,4/3/1999,A-395,8/3/2000,216,0.75,488,27,160190.33,806.56,,3.714764826,16.23828221,0,1.483264563,0.729684108,-1.004906856,,
623,South Dakota,Watertown,4/3/1999,DK124,8/3/2000,216,0.75,488,27,160190.33,806.56,,3.714764826,16.23828221,0,1.483264563,0.729684108,-1.004906856,,
624,South Dakota,Watertown,4/3/1999,Vernal,8/3/2000,216,0.75,488,27,160190.33,806.56,,3.714764826,16.23828221,0,1.483264563,0.729684108,-1.004906856,,
625,South Dakota,Watertown,4/3/1999,Award,8/3/2000,216,0.66,488,27,160190.33,806.56,,3.714764826,16.23828221,0,1.483264563,0.729684108,-1.128247901,,
626,South Dakota,Watertown,4/3/1999,TMF 421,8/3/2000,216,0.74,488,27,160190.33,806.56,,3.714764826,16.23828221,0,1.483264563,0.729684108,-1.018611417,,
763,South Dakota,Watertown,4/3/1999,ABT 350,5/31/2001,151,1.76,788,300,246746.81,1309.28,,0.858973384,12.94301648,1,1.483264563,0.729684108,0.379253754,1.597037037,1
764,South Dakota,Watertown,4/3/1999,Rebound 4.2,5/31/2001,151,1.63,788,300,246746.81,1309.28,,0.858973384,12.94301648,1,1.483264563,0.729684108,0.201094467,,
765,South Dakota,Watertown,4/3/1999,645-11,5/31/2001,151,1.62,788,300,246746.81,1309.28,,0.858973384,12.94301648,1,1.483264563,0.729684108,0.187389907,,
766,South Dakota,Watertown,4/3/1999,Garst 6420,5/31/2001,151,1.81,788,300,246746.81,1309.28,,0.858973384,12.94301648,1,1.483264563,0.729684108,0.447776556,,
767,South Dakota,Watertown,4/3/1999,Garst 620,5/31/2001,151,1.7,788,300,246746.81,1309.28,,0.858973384,12.94301648,1,1.483264563,0.729684108,0.297026391,,
768,South Dakota,Watertown,4/3/1999,Pioneer Brand 53Q60,5/31/2001,151,1.54,788,300,246746.81,1309.28,,0.858973384,12.94301648,1,1.483264563,0.729684108,0.077753423,,
769,South Dakota,Watertown,4/3/1999,AlfaStar,5/31/2001,151,1.6,788,300,246746.81,1309.28,,0.858973384,12.94301648,1,1.483264563,0.729684108,0.159980786,,
770,South Dakota,Watertown,4/3/1999,Spirit,5/31/2001,151,1.5,788,300,246746.81,1309.28,,0.858973384,12.94301648,1,1.483264563,0.729684108,0.022935181,,
771,South Dakota,Watertown,4/3/1999,Pioneer Brand 54V54,5/31/2001,151,1.67,788,300,246746.81,1309.28,,0.858973384,12.94301648,1,1.483264563,0.729684108,0.255912709,,
772,South Dakota,Watertown,4/3/1999,Garst 6410,5/31/2001,151,1.56,788,300,246746.81,1309.28,,0.858973384,12.94301648,1,1.483264563,0.729684108,0.105162544,,
773,South Dakota,Watertown,4/3/1999,WinterStar,5/31/2001,151,1.63,788,300,246746.81,1309.28,,0.858973384,12.94301648,1,1.483264563,0.729684108,0.201094467,,
774,South Dakota,Watertown,4/3/1999,Abound,5/31/2001,151,1.6,788,300,246746.81,1309.28,,0.858973384,12.94301648,1,1.483264563,0.729684108,0.159980786,,
775,South Dakota,Watertown,4/3/1999,Macon,5/31/2001,151,1.59,788,300,246746.81,1309.28,,0.858973384,12.94301648,1,1.483264563,0.729684108,0.146276225,,
776,South Dakota,Watertown,4/3/1999,GH 766,5/31/2001,151,1.66,788,300,246746.81,1309.28,,0.858973384,12.94301648,1,1.483264563,0.729684108,0.242208149,,
777,South Dakota,Watertown,4/3/1999,WL232 HQ,5/31/2001,151,1.56,788,300,246746.81,1309.28,,0.858973384,12.94301648,1,1.483264563,0.729684108,0.105162544,,
778,South Dakota,Watertown,4/3/1999,FQ 314,5/31/2001,151,1.52,788,300,246746.81,1309.28,,0.858973384,12.94301648,1,1.483264563,0.729684108,0.050344302,,
779,South Dakota,Watertown,4/3/1999,FQ 315,5/31/2001,151,1.53,788,300,246746.81,1309.28,,0.858973384,12.94301648,1,1.483264563,0.729684108,0.064048862,,
780,South Dakota,Watertown,4/3/1999,Excalibur II,5/31/2001,151,1.61,788,300,246746.81,1309.28,,0.858973384,12.94301648,1,1.483264563,0.729684108,0.173685346,,
781,South Dakota,Watertown,4/3/1999,Sprint,5/31/2001,151,1.68,788,300,246746.81,1309.28,,0.858973384,12.94301648,1,1.483264563,0.729684108,0.26961727,,
782,South Dakota,Watertown,4/3/1999,A-395,5/31/2001,151,1.58,788,300,246746.81,1309.28,,0.858973384,12.94301648,1,1.483264563,0.729684108,0.132571665,,
