,Unnamed: 0,State,City,Date Sown,Variety,Date of Cut,Julian Day,Yield (tons/acre),Time Since Sown (Days),Time Since Last Harvest (Days),Total Radiation (MJ/m^2),Total Rainfall (mm),Avg Air Temp (C),Avg Min Temp (C),Avg Max Temp (C),Avg Soil Moisture (%),Harvested in Sown Year,First Date of Season,Percent Cover (%),Unnamed: 19,Class
146,138348466,Georgia,Ortegachester,08/09/2012,GA-505,08/29/2013,161,1.29,487,33,694.04,155.1,22.8011165,17.641579231,26.72279849,0.296431213,0,0,92.04969338,,1
147,238224675,Idaho,East Marcia,08/13/2012,Saranac AR,05/11/2018,130,0.73,2216,238,831.68,235.0,10.73673469,5.909739652,16.03429305,0.342337889,0,1,73.08900476,,0
148,791777996,Arkansas,Scottstad,08/10/2012,Ameristand 403T,04/06/2014,160,1.55,1337,34,678.14,172.8,19.69866633,14.366749698,24.34954466,0.336997159,0,0,97.25587624,,1
149,466754453,Kansas,North Randymouth,04/16/2017,Saranac AR,09/02/2018,262,0.61,315,36,784.82,228.6,23.34747131,17.951733997,27.58918426,0.269451851,0,0,89.92359116,,0
150,543133197,California,Andrewhaven,08/09/2012,55V50,10/13/2013,129,2.09,1178,232,838.82,274.4,12.06089191,6.311995045,16.7356591,0.312894428,0,1,97.98931557,,1
151,456352516,Mississippi,Rodriguezhaven,08/09/2012,CW 085028,05/08/2015,164,1.07,1093,32,671.41,118.8,19.16093439,14.843765736,24.60529225,0.305536733,0,0,99.71106047,,1
152,922599376,Colorado,Jamesfurt,08/09/2012,Radiance HD,02/11/2014,226,1.23,567,31,640.29,229.7,22.44292994,18.785238115,28.12484142,0.333679006,0,0,,,1
153,344450181,West Virginia,West Kayla,08/19/2012,Saranac AR,07/30/2017,225,0.59,2225,32,655.61,83.4,23.80285603,18.539779187,27.75040484,0.259967569,0,0,84.0930657,,0
154,907230186,Virginia,North Christian,05/16/2017,Caliber,08/05/2017,258,0.67,261,32,493.05,172.0,22.2391383,18.095343217,27.16186101,0.330698468,0,0,89.58403954,,0
155,817527062,North Carolina,Spencehaven,08/17/2012,4030,06/09/2015,193,1.56,1122,30,818.09,113.8,10.89123622,5.495130135,17.67160966,0.311104643,0,1,99.96718645,,1
156,556021408,Utah,Mcphersonstad,04/04/2015,Saranac AR,07/18/2016,127,1.49,1137,236,860.72,150.4,12.8156297,6.691857958,18.47312136,0.317271742,0,1,90.87681187,,1
157,46780569,Wyoming,Weaverton,08/09/2012,Saranac AR,08/08/2016,226,0.46,1523,31,608.66,99.8,23.69902831,18.266485748,28.60885523,0.205735294,0,0,95.25616848,,0
158,86439014,Florida,Robersonburgh,08/27/2012,GA-505,07/19/2016,131,1.68,1280,232,822.48,219.0,12.08556726,5.232653061,17.30380815,0.349245108,0,1,98.29297555,,1
159,413417054,Texas,Clarkeborough,08/11/2012,GA-505,07/30/2017,256,0.69,1756,32,684.63,103.3,23.43960954,18.319932528,27.52991351,0.271521,0,0,72.10857623,,0
160,68374701,Indiana,South Ritastad,08/09/2012,55V50,01/15/2014,159,1.3,426,35,623.78,139.1,22.93591642,17.878072596,27.40011037,0.318446934,0,0,98.13332202,,1
161,864667178,Nevada,Rogersberg,03/23/2016,Caliber,09/10/2017,227,0.44,641,36,707.5,106.6,23.73562998,17.903835099,30.06367997,0.266482103,0,0,94.421948,,0
162,970112246,Idaho,Ericland,04/05/2015,Saranac AR,06/22/2016,193,1.91,268,36,830.78,107.2,23.47831686,13.360742698,28.2099604,0.246163407,0,1,90.21227165,,1
163,335627163,Texas,Kristinmouth,03/28/2016,Ameristand 403T Plus,07/20/2017,193,1.65,451,36,902.75,228.5,23.02173089,16.934015865,27.86344326,0.272925293,0,0,90.19512403,,1
164,704982766,Tennessee,North Megan,03/19/2015,Caliber,07/10/2015,194,1.01,1010,33,671.75,161.9,23.10558223,18.521865943,28.82628686,0.320676572,0,0,89.84475284,,1
165,960573223,West Virginia,Mcclainview,08/17/2012,Saranac AR,06/10/2018,160,0.66,2112,31,640.82,128.0,22.82868079,17.485897977,27.95491421,0.275294725,0,0,72.78683253,,1
166,738519563,Alaska,New Kimberlyport,03/21/2016,Saranac AR,07/07/2018,194,1.55,778,33,838.83,108.7,22.55180049,18.00758472,28.16949161,0.290277254,0,0,94.4256782,,1
167,385229197,Alabama,South Lindsey,05/06/2017,Saranac AR,08/10/2017,259,0.42,2199,36,678.86,125.5,22.76998298,18.255765028,27.9264878,0.293053665,0,0,92.02280605,,0
168,842306067,Hawaii,Lake Meganview,08/09/2012,Caliber,09/07/2016,229,1.1,1449,35,711.95,151.9,24.34699531,20.865802749,30.18179029,0.313958215,0,0,91.18222165,,1
169,876497199,Wyoming,West Laura,08/14/2012,Caliber,10/26/2013,126,1.5,226,33,736.65,220.8,11.56106259,5.706311476,16.4796154,0.372813086,0,1,100.0,,1
170,13980947,Connecticut,North Kevin,08/10/2012,Ameristand 403T,05/09/2015,128,1.56,1064,219,848.8,327.3,11.35072407,5.796915769,17.19935527,0.367403435,0,1,100.0,,1
171,98089024,Wyoming,North Cynthiafort,03/10/2016,Saranac AR,08/06/2017,261,1.22,465,35,718.23,169.9,19.78184907,13.288336384,24.5303743,0.274539068,0,0,92.50938802,,0
172,444835079,Minnesota,South Rachaelstad,03/31/2016,Saranac AR,07/25/2017,158,1.72,411,33,673.37,152.4,22.2545494,17.237803152,27.26452971,0.248747205,0,0,94.11504684,,1
173,371054285,Oregon,Garciaborough,08/09/2012,Caliber,07/12/2015,195,1.67,965,33,663.83,336.2,22.91586229,18.030888384,27.55829631,0.31307467,0,0,99.0491118,,1
174,96069285,Kansas,Loweshire,04/26/2016,Contender,06/25/2017,193,0.6,233,233,677.19,165.4,23.27059039,6.512015358,17.67416902,0.287768552,0,1,93.82853576,,0
175,112547533,Kentucky,Robinport,08/09/2012,Saranac AR,06/04/2018,125,0.97,1782,31,847.28,225.2,23.43703726,18.817041621,29.31517137,0.276770977,0,0,76.25672181,,0
176,956308249,Missouri,Lake Mark,04/05/2016,Caliber,09/13/2018,224,0.91,1287,29,597.77,117.7,24.39065056,18.657559054,28.80993318,0.328452916,0,0,91.69655895,,0
177,535425660,South Carolina,North Brian,08/09/2012,Saranac AR,07/17/2015,260,0.44,1132,33,723.61,59.9,23.33302996,18.332315651,27.50443019,0.286826715,0,0,86.54479186,,0
178,841167665,Minnesota,East Evan,08/16/2012,Saranac AR,07/22/2018,261,0.51,160,34,585.71,94.1,23.17825767,17.88804057,27.55726629,0.261628177,0,0,93.7539982,,0
179,292071799,Nebraska,North Pamela,04/08/2016,Caliber,05/31/2017,193,1.52,89,33,932.52,183.5,22.12593437,18.447850388,27.57450724,0.263338014,0,1,91.86501016,,1
180,146494217,Arizona,Kevinton,03/06/2016,Caliber,08/20/2016,194,1.72,299,36,895.84,183.3,23.23411515,17.913121943,27.76117473,0.27364208,0,0,96.44112997,,1
181,573303725,New Mexico,Sotoport,03/31/2015,Saranac AR,09/07/2016,261,0.74,2096,33,653.98,76.6,23.26824378,17.452328685,28.11218859,0.263824936,0,0,91.24234666,,0
182,138910907,Connecticut,Maryton,08/09/2012,Radiance HD,07/15/2013,126,1.29,472,223,803.26,133.8,11.9779988,6.554912669,17.78840482,0.271480026,0,1,98.57125665,,1
183,769569686,Utah,New Jenniferbury,08/11/2012,Saranac AR,06/12/2017,156,1.02,478,32,676.76,117.0,18.80931583,14.189475331,24.01315826,0.270408382,0,0,92.91565354,,1
184,272152630,Delaware,Robertville,08/13/2012,Caliber,02/08/2014,259,0.58,448,35,590.38,167.9,19.32382734,13.125715825,24.26196894,0.328715524,0,0,96.93648833,,0
185,339093615,Wisconsin,New Kyleland,08/09/2012,Radiance HD,12/12/2013,227,1.62,544,30,575.2,236.1,23.24919788,18.260966286,28.5312268,0.335452939,0,0,99.07899682,,1
186,302644327,Nebraska,Williamhaven,08/09/2012,Caliber,08/05/2017,260,1.74,1245,34,654.58,171.2,19.4158654,15.738830918,24.37763324,0.326093462,0,0,92.96804622,,0
187,409032853,New Jersey,Port Heidi,08/10/2012,Saranac AR,08/01/2018,222,0.86,546,34,580.85,135.5,23.54529762,17.776349863,28.50748992,0.280972928,0,0,87.0356665,,0
188,707376029,New Hampshire,New Dominic,08/09/2012,Saranac AR,07/18/2018,227,1.01,469,32,664.5,134.5,23.2691459,18.47120093,28.17488197,0.259589198,0,0,96.49518547,,1
189,924625318,Indiana,South Cody,04/04/2016,Caliber,08/23/2018,228,0.61,484,36,656.75,145.5,23.09769012,18.206788281,28.07272201,0.285284323,0,0,92.28094167,,0
190,961650074,Michigan,South Ashley,08/09/2012,Caliber,07/25/2015,193,1.4,1242,31,661.06,129.5,23.43788425,18.306625501,28.26979338,0.23336569,0,0,93.37973772,,1
191,686326703,Minnesota,Holtshire,08/09/2012,4030,06/21/2015,160,1.38,1106,31,724.27,70.0,22.87044511,12.469470679,27.77125624,0.258570762,0,0,99.31951474,,1
192,496967413,Iowa,Jorgeside,08/23/2012,Caliber,06/18/2017,160,1.5,1180,33,631.48,125.2,19.0978278,13.40923802,24.21291954,0.335884893,0,0,92.82959254,,1
193,934109577,Hawaii,Emilyfort,03/27/2016,Saranac AR,07/06/2017,225,0.6,817,31,521.42,162.6,22.73576683,17.41645763,27.96764561,0.278412153,0,0,97.5632094,,0
194,444917355,Florida,Greenmouth,08/10/2012,Saranac AR,06/30/2018,160,0.79,2215,32,749.47,101.4,24.60180573,17.83455925,28.07268632,0.271156546,0,0,74.15340386,,1
195,961894599,Delaware,Oscarchester,03/23/2015,Caliber,08/26/2015,193,0.53,217,32,598.34,175.7,22.95245314,17.512591616,27.87657054,0.309059544,0,0,100.0,,0
196,591581109,Virginia,West Cherylborough,05/09/2017,Saranac AR,06/16/2018,195,0.62,202,37,772.36,238.5,22.36707094,17.607827912,27.91850226,0.255547494,0,0,91.53038468,,0
197,44190443,Missouri,Kristishire,08/09/2012,Radiance HD,07/28/2016,162,1.42,1408,32,682.95,92.6,23.4785432,17.986357912,27.89486167,0.276256519,0,0,96.31612847,,1
198,780768392,Texas,Stewartton,04/13/2015,Caliber,07/07/2018,191,0.79,652,34,740.47,154.4,21.42863487,17.611260956,26.8641969,0.355042247,0,0,87.24933489,,1
199,527552075,Idaho,Schmidtton,08/09/2012,Saranac AR,07/04/2016,165,1.9,1048,31,688.57,98.7,22.65520244,18.209996559,28.0157593,0.259457254,0,0,89.81447795,,1
