Yield (tons/acre),Time Since Sown (Days),Total Radiation (W/m^2),Total Rainfall (mm),Avg Min Temp (C),Avg Max Temp (C)
2.14,802,252901.02,1727.29,5.943262765,16.6235741
2.11,802,252901.02,1727.29,5.943262765,16.6235741
2.13,802,252901.02,1727.29,5.943262765,16.6235741
2.15,802,252901.02,1727.29,5.943262765,16.6235741
2.21,802,252901.02,1727.29,5.943262765,16.6235741
2.19,802,252901.02,1727.29,5.943262765,16.6235741
2.13,802,252901.02,1727.29,5.943262765,16.6235741
2.14,802,252901.02,1727.29,5.943262765,16.6235741
2.21,802,252901.02,1727.29,5.943262765,16.6235741
2.18,802,252901.02,1727.29,5.943262765,16.6235741
2.15,802,252901.02,1727.29,5.943262765,16.6235741
1.84,802,252901.02,1727.29,5.943262765,16.6235741
1.62,802,252901.02,1727.29,5.943262765,16.6235741
2.03,829,262676.7,1825.25,6.416518072,17.12543373
1.93,829,262676.7,1825.25,6.416518072,17.12543373
1.97,829,262676.7,1825.25,6.416518072,17.12543373
1.95,829,262676.7,1825.25,6.416518072,17.12543373
2.08,829,262676.7,1825.25,6.416518072,17.12543373
1.97,829,262676.7,1825.25,6.416518072,17.12543373
1.9,829,262676.7,1825.25,6.416518072,17.12543373
1.99,829,262676.7,1825.25,6.416518072,17.12543373
1.95,829,262676.7,1825.25,6.416518072,17.12543373
1.92,829,262676.7,1825.25,6.416518072,17.12543373
1.97,829,262676.7,1825.25,6.416518072,17.12543373
1.99,829,262676.7,1825.25,6.416518072,17.12543373
1.87,829,262676.7,1825.25,6.416518072,17.12543373
1.92,829,262676.7,1825.25,6.416518072,17.12543373
1.85,829,262676.7,1825.25,6.416518072,17.12543373
1.66,829,262676.7,1825.25,6.416518072,17.12543373
1.77,870,276643.96,2066.65,6.847841561,17.58339839
1.57,870,276643.96,2066.65,6.847841561,17.58339839
1.52,870,276643.96,2066.65,6.847841561,17.58339839
1.65,870,276643.96,2066.65,6.847841561,17.58339839
1.64,870,276643.96,2066.65,6.847841561,17.58339839
1.61,870,276643.96,2066.65,6.847841561,17.58339839
1.42,870,276643.96,2066.65,6.847841561,17.58339839
1.58,870,276643.96,2066.65,6.847841561,17.58339839
1.6,870,276643.96,2066.65,6.847841561,17.58339839
1.4,870,276643.96,2066.65,6.847841561,17.58339839
1.47,870,276643.96,2066.65,6.847841561,17.58339839
1.53,870,276643.96,2066.65,6.847841561,17.58339839
1.56,870,276643.96,2066.65,6.847841561,17.58339839
1.5,870,276643.96,2066.65,6.847841561,17.58339839
1.4,870,276643.96,2066.65,6.847841561,17.58339839
1.46,870,276643.96,2066.65,6.847841561,17.58339839
2.91,1124,345964.18,2766.66,5.925035587,16.55592527
2.75,1124,345964.18,2766.66,5.925035587,16.55592527
2.76,1124,345964.18,2766.66,5.925035587,16.55592527
2.48,1124,345964.18,2766.66,5.925035587,16.55592527
2.69,1124,345964.18,2766.66,5.925035587,16.55592527
2.36,1124,345964.18,2766.66,5.925035587,16.55592527
2.45,1124,345964.18,2766.66,5.925035587,16.55592527
2.55,1124,345964.18,2766.66,5.925035587,16.55592527
2.47,1124,345964.18,2766.66,5.925035587,16.55592527
2.39,1124,345964.18,2766.66,5.925035587,16.55592527
2.39,1124,345964.18,2766.66,5.925035587,16.55592527
2.69,1124,345964.18,2766.66,5.925035587,16.55592527
2.18,1124,345964.18,2766.66,5.925035587,16.55592527
2.19,1124,345964.18,2766.66,5.925035587,16.55592527
2.42,1124,345964.18,2766.66,5.925035587,16.55592527
2.65,1124,345964.18,2766.66,5.925035587,16.55592527
1.08,1152,357035.3,2843.61,6.160416667,16.84486111
1.18,1152,357035.3,2843.61,6.160416667,16.84486111
1.09,1152,357035.3,2843.61,6.160416667,16.84486111
1.15,1152,357035.3,2843.61,6.160416667,16.84486111
1.05,1152,357035.3,2843.61,6.160416667,16.84486111
1.17,1152,357035.3,2843.61,6.160416667,16.84486111
1.07,1152,357035.3,2843.61,6.160416667,16.84486111
1.03,1152,357035.3,2843.61,6.160416667,16.84486111
1.23,1152,357035.3,2843.61,6.160416667,16.84486111
1.14,1152,357035.3,2843.61,6.160416667,16.84486111
1.08,1152,357035.3,2843.61,6.160416667,16.84486111
0.88,1152,357035.3,2843.61,6.160416667,16.84486111
1.03,1152,357035.3,2843.61,6.160416667,16.84486111
0.95,1152,357035.3,2843.61,6.160416667,16.84486111
0.94,1152,357035.3,2843.61,6.160416667,16.84486111
0.94,1152,357035.3,2843.61,6.160416667,16.84486111
0.63,1184,369594.13,2918.5,6.503918919,17.26800676
0.59,1184,369594.13,2918.5,6.503918919,17.26800676
0.59,1184,369594.13,2918.5,6.503918919,17.26800676
0.69,1184,369594.13,2918.5,6.503918919,17.26800676
0.57,1184,369594.13,2918.5,6.503918919,17.26800676
0.46,1184,369594.13,2918.5,6.503918919,17.26800676
0.66,1184,369594.13,2918.5,6.503918919,17.26800676
0.51,1184,369594.13,2918.5,6.503918919,17.26800676
0.74,1184,369594.13,2918.5,6.503918919,17.26800676
0.48,1184,369594.13,2918.5,6.503918919,17.26800676
0.7,1184,369594.13,2918.5,6.503918919,17.26800676
0.5,1184,369594.13,2918.5,6.503918919,17.26800676
0.43,1184,369594.13,2918.5,6.503918919,17.26800676
0.53,1184,369594.13,2918.5,6.503918919,17.26800676
0.32,1184,369594.13,2918.5,6.503918919,17.26800676
0.45,1184,369594.13,2918.5,6.503918919,17.26800676
2.5,1222,386572.3,3127.99,6.891404221,17.70369318
2.36,1222,386572.3,3127.99,6.891404221,17.70369318
2.43,1222,386572.3,3127.99,6.891404221,17.70369318
2.5,1222,386572.3,3127.99,6.891404221,17.70369318
2.31,1222,386572.3,3127.99,6.891404221,17.70369318
2.26,1222,386572.3,3127.99,6.891404221,17.70369318
2.37,1222,386572.3,3127.99,6.891404221,17.70369318
2.36,1222,386572.3,3127.99,6.891404221,17.70369318
2.32,1222,386572.3,3127.99,6.891404221,17.70369318
2.2,1222,386572.3,3127.99,6.891404221,17.70369318
2.18,1222,386572.3,3127.99,6.891404221,17.70369318
2.23,1222,386572.3,3127.99,6.891404221,17.70369318
2.29,1222,386572.3,3127.99,6.891404221,17.70369318
2.31,1222,386572.3,3127.99,6.891404221,17.70369318
2.16,1222,386572.3,3127.99,6.891404221,17.70369318
2.25,1222,386572.3,3127.99,6.891404221,17.70369318
2.15,416,131312.6,992.54,6.109206731,17.07591346
2.08,416,131312.6,992.54,6.109206731,17.07591346
2.08,416,131312.6,992.54,6.109206731,17.07591346
1.98,416,131312.6,992.54,6.109206731,17.07591346
1.88,416,131312.6,992.54,6.109206731,17.07591346
1.93,416,131312.6,992.54,6.109206731,17.07591346
1.95,416,131312.6,992.54,6.109206731,17.07591346
2.06,416,131312.6,992.54,6.109206731,17.07591346
1.71,416,131312.6,992.54,6.109206731,17.07591346
1.76,416,131312.6,992.54,6.109206731,17.07591346
2.44,458,146256.93,1227.44,7.102052402,18.01838428
2.32,458,146256.93,1227.44,7.102052402,18.01838428
1.85,458,146256.93,1227.44,7.102052402,18.01838428
2.01,458,146256.93,1227.44,7.102052402,18.01838428
2.19,458,146256.93,1227.44,7.102052402,18.01838428
2.3,458,146256.93,1227.44,7.102052402,18.01838428
2.06,458,146256.93,1227.44,7.102052402,18.01838428
1.94,458,146256.93,1227.44,7.102052402,18.01838428
1.96,458,146256.93,1227.44,7.102052402,18.01838428
2,458,146256.93,1227.44,7.102052402,18.01838428
1.78,488,157491.95,1361.64,7.673668033,18.54092213
1.6,488,157491.95,1361.64,7.673668033,18.54092213
1.73,488,157491.95,1361.64,7.673668033,18.54092213
1.77,488,157491.95,1361.64,7.673668033,18.54092213
1.65,488,157491.95,1361.64,7.673668033,18.54092213
1.61,488,157491.95,1361.64,7.673668033,18.54092213
1.68,488,157491.95,1361.64,7.673668033,18.54092213
1.71,488,157491.95,1361.64,7.673668033,18.54092213
1.64,488,157491.95,1361.64,7.673668033,18.54092213
1.66,488,157491.95,1361.64,7.673668033,18.54092213
0.62,518,168840.36,1398.66,8.119285714,19.08972973
0.53,518,168840.36,1398.66,8.119285714,19.08972973
0.61,518,168840.36,1398.66,8.119285714,19.08972973
0.73,518,168840.36,1398.66,8.119285714,19.08972973
0.64,518,168840.36,1398.66,8.119285714,19.08972973
0.6,518,168840.36,1398.66,8.119285714,19.08972973
0.61,518,168840.36,1398.66,8.119285714,19.08972973
0.55,518,168840.36,1398.66,8.119285714,19.08972973
0.57,518,168840.36,1398.66,8.119285714,19.08972973
0.61,518,168840.36,1398.66,8.119285714,19.08972973
2.63,775,243203.55,2046.21,4.978840206,15.79166237
2.38,775,243203.55,2046.21,4.978840206,15.79166237
2.7,775,243203.55,2046.21,4.978840206,15.79166237
2.25,775,243203.55,2046.21,4.978840206,15.79166237
2.51,775,243203.55,2046.21,4.978840206,15.79166237
2.53,775,243203.55,2046.21,4.978840206,15.79166237
2.33,775,243203.55,2046.21,4.978840206,15.79166237
2.45,775,243203.55,2046.21,4.978840206,15.79166237
2.37,775,243203.55,2046.21,4.978840206,15.79166237
2.43,775,243203.55,2046.21,4.978840206,15.79166237
2.31,808,255157.1,2164.33,5.444029666,16.27543881
2.33,808,255157.1,2164.33,5.444029666,16.27543881
2.34,808,255157.1,2164.33,5.444029666,16.27543881
2.3,808,255157.1,2164.33,5.444029666,16.27543881
2.15,808,255157.1,2164.33,5.444029666,16.27543881
2.27,808,255157.1,2164.33,5.444029666,16.27543881
2.23,808,255157.1,2164.33,5.444029666,16.27543881
2.28,808,255157.1,2164.33,5.444029666,16.27543881
2.11,808,255157.1,2164.33,5.444029666,16.27543881
2.31,808,255157.1,2164.33,5.444029666,16.27543881
2.2,842,269341.33,2198.82,5.830510083,16.69194543
1.7,842,269341.33,2198.82,5.830510083,16.69194543
2.09,842,269341.33,2198.82,5.830510083,16.69194543
1.94,842,269341.33,2198.82,5.830510083,16.69194543
1.91,842,269341.33,2198.82,5.830510083,16.69194543
2.12,842,269341.33,2198.82,5.830510083,16.69194543
2,842,269341.33,2198.82,5.830510083,16.69194543
1.9,842,269341.33,2198.82,5.830510083,16.69194543
2,842,269341.33,2198.82,5.830510083,16.69194543
2.13,842,269341.33,2198.82,5.830510083,16.69194543
0.61,878,282434.47,2270.71,6.264220705,17.14828214
0.49,878,282434.47,2270.71,6.264220705,17.14828214
0.74,878,282434.47,2270.71,6.264220705,17.14828214
0.5,878,282434.47,2270.71,6.264220705,17.14828214
0.55,878,282434.47,2270.71,6.264220705,17.14828214
0.65,878,282434.47,2270.71,6.264220705,17.14828214
0.61,878,282434.47,2270.71,6.264220705,17.14828214
0.52,878,282434.47,2270.71,6.264220705,17.14828214
0.62,878,282434.47,2270.71,6.264220705,17.14828214
0.58,878,282434.47,2270.71,6.264220705,17.14828214
3.07,1147,359910.53,2862.53,4.756916376,15.48785714
2.72,1147,359910.53,2862.53,4.756916376,15.48785714
2.81,1147,359910.53,2862.53,4.756916376,15.48785714
2.82,1147,359910.53,2862.53,4.756916376,15.48785714
2.97,1147,359910.53,2862.53,4.756916376,15.48785714
2.8,1147,359910.53,2862.53,4.756916376,15.48785714
2.92,1147,359910.53,2862.53,4.756916376,15.48785714
2.9,1147,359910.53,2862.53,4.756916376,15.48785714
2.58,1147,359910.53,2862.53,4.756916376,15.48785714
2.69,1147,359910.53,2862.53,4.756916376,15.48785714
1.54,1178,370344.27,3075,5.067752332,15.76761662
1.54,1178,370344.27,3075,5.067752332,15.76761662
1.41,1178,370344.27,3075,5.067752332,15.76761662
1.5,1178,370344.27,3075,5.067752332,15.76761662
1.43,1178,370344.27,3075,5.067752332,15.76761662
1.53,1178,370344.27,3075,5.067752332,15.76761662
1.37,1178,370344.27,3075,5.067752332,15.76761662
1.29,1178,370344.27,3075,5.067752332,15.76761662
1.44,1178,370344.27,3075,5.067752332,15.76761662
1.5,1178,370344.27,3075,5.067752332,15.76761662
1.5,279,78064.65,620.61,3.555392857,14.09046429
1.68,279,78064.65,620.61,3.555392857,14.09046429
1.56,279,78064.65,620.61,3.555392857,14.09046429
1.24,279,78064.65,620.61,3.555392857,14.09046429
1.18,279,78064.65,620.61,3.555392857,14.09046429
1.51,279,78064.65,620.61,3.555392857,14.09046429
1.58,279,78064.65,620.61,3.555392857,14.09046429
1.47,279,78064.65,620.61,3.555392857,14.09046429
1.64,279,78064.65,620.61,3.555392857,14.09046429
1.52,279,78064.65,620.61,3.555392857,14.09046429
1.44,279,78064.65,620.61,3.555392857,14.09046429
1.63,279,78064.65,620.61,3.555392857,14.09046429
1.66,279,78064.65,620.61,3.555392857,14.09046429
1.76,279,78064.65,620.61,3.555392857,14.09046429
1.85,279,78064.65,620.61,3.555392857,14.09046429
1.48,279,78064.65,620.61,3.555392857,14.09046429
1.7,279,78064.65,620.61,3.555392857,14.09046429
1.07,309,89702.5,683.51,4.762806452,15.45751613
1.23,309,89702.5,683.51,4.762806452,15.45751613
1.07,309,89702.5,683.51,4.762806452,15.45751613
1.03,309,89702.5,683.51,4.762806452,15.45751613
0.98,309,89702.5,683.51,4.762806452,15.45751613
0.98,309,89702.5,683.51,4.762806452,15.45751613
1.15,309,89702.5,683.51,4.762806452,15.45751613
1.09,309,89702.5,683.51,4.762806452,15.45751613
1.21,309,89702.5,683.51,4.762806452,15.45751613
1.2,309,89702.5,683.51,4.762806452,15.45751613
1.06,309,89702.5,683.51,4.762806452,15.45751613
1.08,309,89702.5,683.51,4.762806452,15.45751613
1.16,309,89702.5,683.51,4.762806452,15.45751613
1.26,309,89702.5,683.51,4.762806452,15.45751613
1.16,309,89702.5,683.51,4.762806452,15.45751613
1.03,309,89702.5,683.51,4.762806452,15.45751613
1.01,309,89702.5,683.51,4.762806452,15.45751613
1.18,341,102155.66,712.25,6.067836257,16.84994152
1.16,341,102155.66,712.25,6.067836257,16.84994152
1.02,341,102155.66,712.25,6.067836257,16.84994152
1.07,341,102155.66,712.25,6.067836257,16.84994152
1.12,341,102155.66,712.25,6.067836257,16.84994152
1.1,341,102155.66,712.25,6.067836257,16.84994152
1.25,341,102155.66,712.25,6.067836257,16.84994152
1.29,341,102155.66,712.25,6.067836257,16.84994152
1.32,341,102155.66,712.25,6.067836257,16.84994152
1.1,341,102155.66,712.25,6.067836257,16.84994152
1.23,341,102155.66,712.25,6.067836257,16.84994152
1.1,341,102155.66,712.25,6.067836257,16.84994152
1.12,341,102155.66,712.25,6.067836257,16.84994152
1.42,341,102155.66,712.25,6.067836257,16.84994152
1.15,341,102155.66,712.25,6.067836257,16.84994152
1.06,341,102155.66,712.25,6.067836257,16.84994152
1.02,341,102155.66,712.25,6.067836257,16.84994152
1.28,379,115289.61,836.82,7.315078947,18.14039474
1.15,379,115289.61,836.82,7.315078947,18.14039474
1.17,379,115289.61,836.82,7.315078947,18.14039474
1.17,379,115289.61,836.82,7.315078947,18.14039474
1.36,379,115289.61,836.82,7.315078947,18.14039474
1.19,379,115289.61,836.82,7.315078947,18.14039474
1.36,379,115289.61,836.82,7.315078947,18.14039474
1.42,379,115289.61,836.82,7.315078947,18.14039474
1.12,379,115289.61,836.82,7.315078947,18.14039474
1.23,379,115289.61,836.82,7.315078947,18.14039474
1.21,379,115289.61,836.82,7.315078947,18.14039474
1.35,379,115289.61,836.82,7.315078947,18.14039474
1.01,379,115289.61,836.82,7.315078947,18.14039474
1.42,379,115289.61,836.82,7.315078947,18.14039474
1.36,379,115289.61,836.82,7.315078947,18.14039474
1.19,379,115289.61,836.82,7.315078947,18.14039474
1.43,379,115289.61,836.82,7.315078947,18.14039474
2.8,634,182859.97,1596.73,5.469401575,16.05179528
2.56,634,182859.97,1596.73,5.469401575,16.05179528
2.86,634,182859.97,1596.73,5.469401575,16.05179528
2.86,634,182859.97,1596.73,5.469401575,16.05179528
2.7,634,182859.97,1596.73,5.469401575,16.05179528
2.84,634,182859.97,1596.73,5.469401575,16.05179528
2.72,634,182859.97,1596.73,5.469401575,16.05179528
2.84,634,182859.97,1596.73,5.469401575,16.05179528
3.13,634,182859.97,1596.73,5.469401575,16.05179528
2.62,634,182859.97,1596.73,5.469401575,16.05179528
2.91,634,182859.97,1596.73,5.469401575,16.05179528
2.85,634,182859.97,1596.73,5.469401575,16.05179528
2.73,634,182859.97,1596.73,5.469401575,16.05179528
2.79,634,182859.97,1596.73,5.469401575,16.05179528
2.84,634,182859.97,1596.73,5.469401575,16.05179528
2.72,634,182859.97,1596.73,5.469401575,16.05179528
2.99,634,182859.97,1596.73,5.469401575,16.05179528
3.08,692,204365.85,1986.77,6.371832612,17.00424242
3.18,692,204365.85,1986.77,6.371832612,17.00424242
2.8,692,204365.85,1986.77,6.371832612,17.00424242
2.99,692,204365.85,1986.77,6.371832612,17.00424242
2.95,692,204365.85,1986.77,6.371832612,17.00424242
3.18,692,204365.85,1986.77,6.371832612,17.00424242
2.93,692,204365.85,1986.77,6.371832612,17.00424242
3.38,692,204365.85,1986.77,6.371832612,17.00424242
3.17,692,204365.85,1986.77,6.371832612,17.00424242
3.21,692,204365.85,1986.77,6.371832612,17.00424242
2.95,692,204365.85,1986.77,6.371832612,17.00424242
2.99,692,204365.85,1986.77,6.371832612,17.00424242
3.13,692,204365.85,1986.77,6.371832612,17.00424242
3.31,692,204365.85,1986.77,6.371832612,17.00424242
3.21,692,204365.85,1986.77,6.371832612,17.00424242
2.09,692,204365.85,1986.77,6.371832612,17.00424242
2.95,692,204365.85,1986.77,6.371832612,17.00424242
1.94,735,220702.91,2063.9,6.90857337,17.57595109
1.6,735,220702.91,2063.9,6.90857337,17.57595109
1.15,735,220702.91,2063.9,6.90857337,17.57595109
1.66,735,220702.91,2063.9,6.90857337,17.57595109
1.62,735,220702.91,2063.9,6.90857337,17.57595109
1.77,735,220702.91,2063.9,6.90857337,17.57595109
1.76,735,220702.91,2063.9,6.90857337,17.57595109
2.02,735,220702.91,2063.9,6.90857337,17.57595109
2.19,735,220702.91,2063.9,6.90857337,17.57595109
1.49,735,220702.91,2063.9,6.90857337,17.57595109
2.02,735,220702.91,2063.9,6.90857337,17.57595109
1.51,735,220702.91,2063.9,6.90857337,17.57595109
1.5,735,220702.91,2063.9,6.90857337,17.57595109
2.03,735,220702.91,2063.9,6.90857337,17.57595109
1.86,735,220702.91,2063.9,6.90857337,17.57595109
1.68,735,220702.91,2063.9,6.90857337,17.57595109
1.38,735,220702.91,2063.9,6.90857337,17.57595109
2.19,1011,297866.57,2811.76,5.510158103,16.04932806
2.26,1011,297866.57,2811.76,5.510158103,16.04932806
2.24,1011,297866.57,2811.76,5.510158103,16.04932806
2.21,1011,297866.57,2811.76,5.510158103,16.04932806
1.91,1011,297866.57,2811.76,5.510158103,16.04932806
2.3,1011,297866.57,2811.76,5.510158103,16.04932806
2.24,1011,297866.57,2811.76,5.510158103,16.04932806
2.55,1011,297866.57,2811.76,5.510158103,16.04932806
2.21,1011,297866.57,2811.76,5.510158103,16.04932806
2.11,1011,297866.57,2811.76,5.510158103,16.04932806
2.22,1011,297866.57,2811.76,5.510158103,16.04932806
2.33,1011,297866.57,2811.76,5.510158103,16.04932806
2.35,1011,297866.57,2811.76,5.510158103,16.04932806
2.47,1011,297866.57,2811.76,5.510158103,16.04932806
2.39,1011,297866.57,2811.76,5.510158103,16.04932806
2.28,1011,297866.57,2811.76,5.510158103,16.04932806
1.78,1011,297866.57,2811.76,5.510158103,16.04932806
1.65,1046,310590.38,2968.34,5.923658071,16.46616046
1.74,1046,310590.38,2968.34,5.923658071,16.46616046
1.87,1046,310590.38,2968.34,5.923658071,16.46616046
1.92,1046,310590.38,2968.34,5.923658071,16.46616046
1.58,1046,310590.38,2968.34,5.923658071,16.46616046
1.79,1046,310590.38,2968.34,5.923658071,16.46616046
2.12,1046,310590.38,2968.34,5.923658071,16.46616046
2.15,1046,310590.38,2968.34,5.923658071,16.46616046
1.67,1046,310590.38,2968.34,5.923658071,16.46616046
2.12,1046,310590.38,2968.34,5.923658071,16.46616046
2.04,1046,310590.38,2968.34,5.923658071,16.46616046
1.76,1046,310590.38,2968.34,5.923658071,16.46616046
2.06,1046,310590.38,2968.34,5.923658071,16.46616046
2.07,1046,310590.38,2968.34,5.923658071,16.46616046
1.8,1046,310590.38,2968.34,5.923658071,16.46616046
1.99,1046,310590.38,2968.34,5.923658071,16.46616046
1.47,1046,310590.38,2968.34,5.923658071,16.46616046
1.01,1081,323710.46,3057.78,6.306201479,16.86260628
1.05,1081,323710.46,3057.78,6.306201479,16.86260628
1.28,1081,323710.46,3057.78,6.306201479,16.86260628
1.18,1081,323710.46,3057.78,6.306201479,16.86260628
1.11,1081,323710.46,3057.78,6.306201479,16.86260628
1.06,1081,323710.46,3057.78,6.306201479,16.86260628
1.39,1081,323710.46,3057.78,6.306201479,16.86260628
1.35,1081,323710.46,3057.78,6.306201479,16.86260628
1.14,1081,323710.46,3057.78,6.306201479,16.86260628
1.18,1081,323710.46,3057.78,6.306201479,16.86260628
1.33,1081,323710.46,3057.78,6.306201479,16.86260628
1.27,1081,323710.46,3057.78,6.306201479,16.86260628
1.06,1081,323710.46,3057.78,6.306201479,16.86260628
1.16,1081,323710.46,3057.78,6.306201479,16.86260628
1.16,1081,323710.46,3057.78,6.306201479,16.86260628
1.16,1081,323710.46,3057.78,6.306201479,16.86260628
0.9,1081,323710.46,3057.78,6.306201479,16.86260628
0.67,1112,333422.21,3177.75,6.632578616,17.15107817
0.87,1112,333422.21,3177.75,6.632578616,17.15107817
0.85,1112,333422.21,3177.75,6.632578616,17.15107817
0.86,1112,333422.21,3177.75,6.632578616,17.15107817
0.83,1112,333422.21,3177.75,6.632578616,17.15107817
0.84,1112,333422.21,3177.75,6.632578616,17.15107817
0.8,1112,333422.21,3177.75,6.632578616,17.15107817
0.88,1112,333422.21,3177.75,6.632578616,17.15107817
0.86,1112,333422.21,3177.75,6.632578616,17.15107817
0.78,1112,333422.21,3177.75,6.632578616,17.15107817
0.94,1112,333422.21,3177.75,6.632578616,17.15107817
0.87,1112,333422.21,3177.75,6.632578616,17.15107817
0.92,1112,333422.21,3177.75,6.632578616,17.15107817
0.91,1112,333422.21,3177.75,6.632578616,17.15107817
0.8,1112,333422.21,3177.75,6.632578616,17.15107817
0.82,1112,333422.21,3177.75,6.632578616,17.15107817
0.73,1112,333422.21,3177.75,6.632578616,17.15107817
1.98,392,120668.5,1674.51,6.559923664,16.77180662
2.01,392,120668.5,1674.51,6.559923664,16.77180662
2.62,392,120668.5,1674.51,6.559923664,16.77180662
2.73,392,120668.5,1674.51,6.559923664,16.77180662
2.26,392,120668.5,1674.51,6.559923664,16.77180662
2.47,392,120668.5,1674.51,6.559923664,16.77180662
1.25,421,130584.37,1840.67,7.133056872,17.32080569
1.12,421,130584.37,1840.67,7.133056872,17.32080569
1.29,421,130584.37,1840.67,7.133056872,17.32080569
1.36,421,130584.37,1840.67,7.133056872,17.32080569
1.16,421,130584.37,1840.67,7.133056872,17.32080569
1.1,421,130584.37,1840.67,7.133056872,17.32080569
1.49,454,143581.62,1933.6,7.965714286,18.24795604
1.3,454,143581.62,1933.6,7.965714286,18.24795604
1.42,454,143581.62,1933.6,7.965714286,18.24795604
1.53,454,143581.62,1933.6,7.965714286,18.24795604
1.37,454,143581.62,1933.6,7.965714286,18.24795604
1.29,454,143581.62,1933.6,7.965714286,18.24795604
0.7,492,157547.41,2013.38,8.579391481,18.96014199
0.55,492,157547.41,2013.38,8.579391481,18.96014199
0.64,492,157547.41,2013.38,8.579391481,18.96014199
0.71,492,157547.41,2013.38,8.579391481,18.96014199
0.73,492,157547.41,2013.38,8.579391481,18.96014199
0.59,492,157547.41,2013.38,8.579391481,18.96014199
2.88,763,235055.43,3272.48,5.715183246,16.21633508
2.87,763,235055.43,3272.48,5.715183246,16.21633508
2.78,763,235055.43,3272.48,5.715183246,16.21633508
2.47,763,235055.43,3272.48,5.715183246,16.21633508
2.36,763,235055.43,3272.48,5.715183246,16.21633508
2.43,763,235055.43,3272.48,5.715183246,16.21633508
2.54,763,235055.43,3272.48,5.715183246,16.21633508
2.83,763,235055.43,3272.48,5.715183246,16.21633508
2.5,763,235055.43,3272.48,5.715183246,16.21633508
2.55,763,235055.43,3272.48,5.715183246,16.21633508
1.43,792,244971.3,3438.64,6.051071879,16.52880202
1.35,792,244971.3,3438.64,6.051071879,16.52880202
1.33,792,244971.3,3438.64,6.051071879,16.52880202
1.2,792,244971.3,3438.64,6.051071879,16.52880202
1.21,792,244971.3,3438.64,6.051071879,16.52880202
1.27,792,244971.3,3438.64,6.051071879,16.52880202
1.35,792,244971.3,3438.64,6.051071879,16.52880202
1.32,792,244971.3,3438.64,6.051071879,16.52880202
1.46,792,244971.3,3438.64,6.051071879,16.52880202
1.26,792,244971.3,3438.64,6.051071879,16.52880202
1.99,825,257968.55,3531.57,6.552966102,17.07116223
1.79,825,257968.55,3531.57,6.552966102,17.07116223
1.78,825,257968.55,3531.57,6.552966102,17.07116223
1.62,825,257968.55,3531.57,6.552966102,17.07116223
1.78,825,257968.55,3531.57,6.552966102,17.07116223
1.8,825,257968.55,3531.57,6.552966102,17.07116223
1.87,825,257968.55,3531.57,6.552966102,17.07116223
1.84,825,257968.55,3531.57,6.552966102,17.07116223
1.98,825,257968.55,3531.57,6.552966102,17.07116223
1.72,825,257968.55,3531.57,6.552966102,17.07116223
1.17,863,271934.34,3611.35,6.965266204,17.52929398
1.16,863,271934.34,3611.35,6.965266204,17.52929398
1.04,863,271934.34,3611.35,6.965266204,17.52929398
0.86,863,271934.34,3611.35,6.965266204,17.52929398
1.03,863,271934.34,3611.35,6.965266204,17.52929398
0.99,863,271934.34,3611.35,6.965266204,17.52929398
0.98,863,271934.34,3611.35,6.965266204,17.52929398
1.13,863,271934.34,3611.35,6.965266204,17.52929398
1.16,863,271934.34,3611.35,6.965266204,17.52929398
0.99,863,271934.34,3611.35,6.965266204,17.52929398
2,762,244241.54,2239.92,5.165557012,16.24311927
1.84,762,244241.54,2239.92,5.165557012,16.24311927
1.85,762,244241.54,2239.92,5.165557012,16.24311927
1.84,762,244241.54,2239.92,5.165557012,16.24311927
1.95,762,244241.54,2239.92,5.165557012,16.24311927
1.95,762,244241.54,2239.92,5.165557012,16.24311927
1.88,762,244241.54,2239.92,5.165557012,16.24311927
1.84,762,244241.54,2239.92,5.165557012,16.24311927
1.74,762,244241.54,2239.92,5.165557012,16.24311927
1.85,762,244241.54,2239.92,5.165557012,16.24311927
1.93,792,255616.65,2365.86,5.618764187,16.68960908
1.8,792,255616.65,2365.86,5.618764187,16.68960908
1.81,792,255616.65,2365.86,5.618764187,16.68960908
1.75,792,255616.65,2365.86,5.618764187,16.68960908
1.76,792,255616.65,2365.86,5.618764187,16.68960908
1.72,792,255616.65,2365.86,5.618764187,16.68960908
1.71,792,255616.65,2365.86,5.618764187,16.68960908
1.69,792,255616.65,2365.86,5.618764187,16.68960908
1.68,792,255616.65,2365.86,5.618764187,16.68960908
1.19,792,255616.65,2365.86,5.618764187,16.68960908
1.77,826,269016.87,2574.02,6.122321644,17.21613059
1.66,826,269016.87,2574.02,6.122321644,17.21613059
1.63,826,269016.87,2574.02,6.122321644,17.21613059
1.44,826,269016.87,2574.02,6.122321644,17.21613059
1.53,826,269016.87,2574.02,6.122321644,17.21613059
1.67,826,269016.87,2574.02,6.122321644,17.21613059
1.58,826,269016.87,2574.02,6.122321644,17.21613059
1.58,826,269016.87,2574.02,6.122321644,17.21613059
1.56,826,269016.87,2574.02,6.122321644,17.21613059
1.26,826,269016.87,2574.02,6.122321644,17.21613059
1.09,868,285825.46,2634.73,6.606260069,17.79072497
1.03,868,285825.46,2634.73,6.606260069,17.79072497
1,868,285825.46,2634.73,6.606260069,17.79072497
0.94,868,285825.46,2634.73,6.606260069,17.79072497
0.97,868,285825.46,2634.73,6.606260069,17.79072497
0.99,868,285825.46,2634.73,6.606260069,17.79072497
